id,2010_gdp,2011_gdp,2012_gdp,2013_gdp,2014_gdp,2015_gdp,Aggravated_assault_2011,Aggravated_assault_2014,Aggravated_assault_2015,Aggravated_assault_2010,Aggravated_assault_2012,Aggravated_assault_2013,Arson_2010,Arson_2011,Arson_2012,Arson_2013,Arson_2014,Arson_2015,Burglary_2010,Burglary_2011,Burglary_2012,Burglary_2013,Burglary_2014,Burglary_2015,City,Forcible_rape_2011,Larceny_Theft_2010,Larceny_Theft_2012,Larceny_Theft_2013,Larceny_Theft_2014,Larceny_Theft_2011,Larceny_Theft_2015,Motor_vehicle_theft_2011,Motor_vehicle_theft_2014,Motor_vehicle_theft_2015,Motor_vehicle_theft_2010,Motor_vehicle_theft_2012,Motor_vehicle_theft_2013,Murder_Manslaughter_2010,Murder_Manslaughter_2012,Murder_Manslaughter_2013,Murder_Manslaughter_2014,Murder_Manslaughter_2015,Murder_Manslaughter_2011,Population_2010,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Property_crime_2011,Property_crime_2014,Property_crime_2015,Property_crime_2010,Property_crime_2012,Property_crime_2013,Rape_legacy_2014,Rape_legacy_2015,Rape_2010,Rape_2012,Rape_2013,Rape_2014,Rape_2015,Rape_legacy_2013,Robbery_2010,Robbery_2011,Robbery_2012,Robbery_2013,Robbery_2014,Robbery_2015,State,Violent_crime_2011,Violent_crime_2014,Violent_crime_2015,Violent_crime_2010,Violent_crime_2012,Violent_crime_2013
134,14291.00,14382.00,14932.00,15108.00,15792.00,16888.00,236.00,260.00,258.00,234.00,243.00,,8.00,11.00,11.00,,17.00,16.00,743.00,753.00,742.00,,841.00,870.00,Asheville,22.00,2638.00,3832.00,,3164.00,2875.00,3264.00,321.00,272.00,246.00,290.00,336.00,,2.00,6.00,,4.00,7.00,5.00,77067.00,84450.00,85295.00,,88184.00,89003.00,3949.00,4277.00,4380.00,3671.00,4910.00,,43.00,35.00,31.00,33.00,,,,,165.00,181.00,141.00,,194.00,147.00,North Carolina,444.00,501.00,447.00,432.00,423.00,
135,4418.00,4572.00,4914.00,4871.00,4849.00,5075.00,285.00,241.00,276.00,312.00,282.00,246.00,9.00,4.00,5.00,4.00,8.00,9.00,794.00,880.00,671.00,546.00,460.00,431.00,Burlington,14.00,2599.00,1998.00,1977.00,1506.00,2668.00,1361.00,121.00,98.00,92.00,126.00,123.00,112.00,3.00,2.00,0.00,3.00,6.00,2.00,52210.00,50597.00,51430.00,51401.00,51627.00,52006.00,3669.00,2064.00,1884.00,3519.00,2792.00,2635.00,20.00,15.00,11.00,17.00,,,,16.00,69.00,104.00,105.00,100.00,88.00,75.00,North Carolina,405.00,352.00,372.00,395.00,406.00,362.00
136,16621.00,16960.00,17147.00,16994.00,16745.00,16989.00,474.00,478.00,,566.00,534.00,494.00,53.00,51.00,47.00,49.00,48.00,,3928.00,4204.00,4109.00,3279.00,2510.00,,Fayetteville,56.00,7916.00,8298.00,8351.00,7427.00,8088.00,,680.00,587.00,,722.00,756.00,631.00,17.00,22.00,25.00,19.00,,25.00,208263.00,203107.00,205966.00,202524.00,205306.00,,12972.00,10524.00,,12566.00,13163.00,12261.00,72.00,,57.00,70.00,,,,65.00,461.00,495.00,560.00,586.00,470.00,,North Carolina,1050.00,1039.00,,1101.00,1186.00,1170.00
137,4011.00,4044.00,4209.00,4265.00,4317.00,4446.00,243.00,247.00,363.00,273.00,223.00,208.00,5.00,2.00,0.00,2.00,5.00,2.00,734.00,675.00,584.00,571.00,462.00,538.00,Goldsboro,2.00,1663.00,1648.00,1670.00,1655.00,1840.00,1621.00,140.00,92.00,85.00,128.00,125.00,103.00,5.00,13.00,5.00,6.00,9.00,7.00,38179.00,36899.00,37107.00,37230.00,36481.00,36034.00,2655.00,2209.00,2244.00,2525.00,2357.00,2344.00,1.00,2.00,3.00,3.00,,,,3.00,105.00,91.00,73.00,67.00,74.00,91.00,North Carolina,343.00,328.00,465.00,386.00,312.00,283.00
138,4627.00,4596.00,4750.00,4691.00,4831.00,5003.00,113.00,77.00,83.00,109.00,114.00,70.00,1.00,4.00,3.00,2.00,1.00,2.00,779.00,714.00,745.00,525.00,310.00,204.00,New Bern,10.00,973.00,1066.00,992.00,936.00,1053.00,894.00,40.00,21.00,29.00,54.00,50.00,50.00,1.00,3.00,0.00,0.00,2.00,1.00,29657.00,29898.00,30195.00,30514.00,30371.00,30433.00,1807.00,1267.00,1127.00,1806.00,1861.00,1567.00,7.00,3.00,8.00,10.00,,,,7.00,23.00,51.00,36.00,43.00,38.00,28.00,North Carolina,175.00,122.00,116.00,141.00,163.00,120.00
139,58652.00,61046.00,63471.00,65522.00,69277.00,75756.00,900.00,,,984.00,985.00,987.00,63.00,84.00,59.00,54.00,,,3021.00,2985.00,3036.00,3157.00,,,Raleigh,127.00,9104.00,9812.00,9278.00,,9343.00,,914.00,,,870.00,931.00,705.00,14.00,17.00,12.00,,,17.00,419700.00,409014.00,420594.00,428993.00,,,13242.00,,,12995.00,13779.00,13140.00,,,99.00,113.00,,,,79.00,643.00,680.00,665.00,605.00,,,North Carolina,1724.00,,,1740.00,1780.00,1683.00
140,6325.00,6142.00,6085.00,6025.00,6012.00,6461.00,393.00,390.00,310.00,453.00,600.00,425.00,13.00,19.00,15.00,10.00,19.00,10.00,1057.00,1146.00,1046.00,992.00,735.00,640.00,Rocky Mount,13.00,2339.00,2192.00,2179.00,1929.00,2625.00,1610.00,145.00,80.00,76.00,170.00,145.00,111.00,11.00,8.00,4.00,15.00,12.00,12.00,59688.00,58206.00,58002.00,57021.00,56757.00,55978.00,3916.00,2744.00,2326.00,3566.00,3383.00,3282.00,15.00,14.00,14.00,13.00,,,,16.00,210.00,151.00,128.00,154.00,113.00,106.00,North Carolina,569.00,533.00,442.00,688.00,749.00,599.00
141,11001.00,11552.00,11493.00,12306.00,13021.00,13607.00,366.00,475.00,530.00,390.00,326.00,388.00,13.00,23.00,9.00,17.00,17.00,9.00,1447.00,1454.00,1694.00,1645.00,1343.00,1405.00,Wilmington,32.00,3781.00,3843.00,3569.00,3475.00,3843.00,3471.00,411.00,354.00,294.00,478.00,373.00,335.00,5.00,8.00,7.00,18.00,14.00,10.00,102649.00,107826.00,109370.00,110985.00,113418.00,115434.00,5708.00,5172.00,5170.00,5706.00,5910.00,5549.00,36.00,62.00,47.00,23.00,,,,39.00,282.00,254.00,261.00,253.00,237.00,274.00,North Carolina,662.00,766.00,880.00,724.00,618.00,687.00
142,25331.00,25658.00,25656.00,25789.00,27357.00,28599.00,1014.00,1178.00,,961.00,1048.00,892.00,105.00,60.00,94.00,72.00,77.00,,4482.00,4680.00,4529.00,3883.00,3724.00,,Winston-Salem,93.00,8225.00,8490.00,8359.00,8467.00,8522.00,,672.00,705.00,,642.00,682.00,611.00,11.00,6.00,15.00,13.00,,14.00,232928.00,232529.00,234687.00,235811.00,238082.00,,13874.00,12896.00,,13349.00,13701.00,12853.00,77.00,,96.00,74.00,,,,80.00,449.00,444.00,428.00,439.00,428.00,,North Carolina,1565.00,1696.00,,1517.00,1556.00,1426.00
143,5243.00,5693.00,6635.00,7077.00,7525.00,7851.00,123.00,147.00,86.00,158.00,170.00,152.00,5.00,4.00,9.00,6.00,2.00,2.00,182.00,258.00,320.00,334.00,211.00,87.00,Bismarck,27.00,1250.00,1522.00,1289.00,1382.00,1494.00,759.00,113.00,112.00,78.00,76.00,103.00,107.00,1.00,1.00,1.00,1.00,1.00,1.00,64142.00,62305.00,64103.00,65850.00,68492.00,70873.00,1865.00,1705.00,924.00,1508.00,1945.00,1730.00,,,21.00,31.00,26.00,23.00,7.00,,17.00,15.00,16.00,15.00,14.00,10.00,North Dakota,166.00,185.00,104.00,197.00,218.00,194.00
144,11229.00,12472.00,13742.00,14108.00,14842.00,15351.00,294.00,250.00,280.00,223.00,277.00,314.00,14.00,13.00,16.00,13.00,15.00,10.00,392.00,423.00,451.00,701.00,539.00,666.00,Fargo,42.00,2205.00,2229.00,2342.00,2304.00,2120.00,2594.00,128.00,199.00,262.00,167.00,155.00,166.00,0.00,2.00,3.00,4.00,3.00,1.00,99694.00,107329.00,109813.00,111101.00,115686.00,118490.00,2671.00,3042.00,3522.00,2764.00,2835.00,3209.00,,,44.00,69.00,71.00,80.00,79.00,,35.00,47.00,46.00,58.00,76.00,52.00,North Dakota,384.00,410.00,414.00,302.00,394.00,446.00
145,4023.00,4128.00,4555.00,4732.00,4779.00,4977.00,93.00,87.00,115.00,79.00,99.00,89.00,5.00,6.00,2.00,3.00,6.00,2.00,252.00,306.00,228.00,191.00,246.00,226.00,Grand Forks,32.00,1095.00,1091.00,1084.00,1208.00,1130.00,1302.00,97.00,91.00,115.00,77.00,90.00,68.00,0.00,0.00,0.00,1.00,2.00,0.00,53382.00,53729.00,53839.00,53625.00,55438.00,56861.00,1533.00,1545.00,1643.00,1424.00,1409.00,1343.00,,,33.00,24.00,30.00,24.00,36.00,,7.00,8.00,23.00,25.00,15.00,23.00,North Dakota,133.00,127.00,176.00,119.00,146.00,144.00
146,28628.00,29563.00,30679.00,31266.00,32810.00,34419.00,869.00,726.00,572.00,882.00,991.00,859.00,106.00,95.00,103.00,85.00,67.00,83.00,4247.00,4268.00,3429.00,3096.00,2871.00,2426.00,Akron,165.00,5855.00,5884.00,5922.00,5611.00,5790.00,5002.00,806.00,579.00,599.00,749.00,721.00,631.00,22.00,24.00,23.00,26.00,28.00,27.00,205760.00,199256.00,198390.00,198405.00,197891.00,197587.00,10864.00,9061.00,8027.00,10851.00,10034.00,9649.00,,,159.00,167.00,160.00,171.00,166.00,,602.00,718.00,577.00,528.00,435.00,402.00,Ohio,1779.00,1358.00,1168.00,1665.00,1759.00,1570.00
147,104314.00,108575.00,113499.00,115863.00,122336.00,127057.00,1050.00,1051.00,1196.00,1191.00,928.00,947.00,199.00,328.00,386.00,246.00,353.00,440.00,6490.00,6674.00,5483.00,5467.00,4820.00,4413.00,Cincinnati,183.00,12408.00,11590.00,10488.00,10639.00,12512.00,10873.00,1276.00,1098.00,1160.00,1615.00,1100.00,1276.00,68.00,46.00,70.00,60.00,66.00,61.00,332365.00,297160.00,296204.00,296491.00,297671.00,298478.00,20462.00,16557.00,16446.00,20513.00,18173.00,17231.00,,,233.00,188.00,199.00,228.00,236.00,,2116.00,1773.00,1725.00,1610.00,1356.00,1263.00,Ohio,3067.00,2695.00,2761.00,3608.00,2887.00,2826.00
148,96475.00,101776.00,108766.00,112543.00,117645.00,124381.00,1289.00,1644.00,1508.00,1432.00,,,403.00,,,,,405.00,15234.00,15169.00,,,9066.00,7219.00,Columbus,565.00,30784.00,,,23328.00,30259.00,23021.00,3615.00,2940.00,3113.00,4150.00,,,94.00,,,83.00,77.00,87.00,772974.00,787609.00,,,830811.00,847745.00,49043.00,35334.00,33353.00,50168.00,,,,,566.00,,,738.00,806.00,,3359.00,3244.00,,,2098.00,2240.00,Ohio,5185.00,4563.00,4631.00,5451.00,,
149,34226.00,35891.00,36639.00,36861.00,38357.00,39206.00,586.00,528.00,673.00,601.00,615.00,577.00,203.00,149.00,129.00,127.00,84.00,87.00,3380.00,3121.00,3043.00,2613.00,2976.00,2412.00,Dayton,98.00,4840.00,4649.00,4427.00,4397.00,4569.00,3994.00,633.00,590.00,683.00,671.00,693.00,615.00,34.00,24.00,28.00,27.00,26.00,33.00,152319.00,141631.00,142139.00,141167.00,143217.00,140683.00,8323.00,7963.00,7089.00,8891.00,8385.00,7655.00,,,92.00,112.00,107.00,135.00,147.00,,782.00,638.00,633.00,518.00,535.00,479.00,Ohio,1355.00,1225.00,1325.00,1509.00,1384.00,1230.00
150,5019.00,5472.00,5317.00,5552.00,6133.00,6057.00,258.00,239.00,214.00,208.00,308.00,243.00,32.00,20.00,22.00,26.00,26.00,17.00,792.00,786.00,618.00,582.00,592.00,603.00,Lima,48.00,1328.00,1382.00,1255.00,1201.00,1357.00,1474.00,119.00,75.00,89.00,102.00,80.00,95.00,3.00,6.00,3.00,3.00,2.00,1.00,37182.00,38799.00,38691.00,38214.00,38265.00,38154.00,2262.00,1868.00,2166.00,2222.00,2080.00,1932.00,,48.00,37.00,51.00,,40.00,,42.00,88.00,97.00,101.00,78.00,71.00,83.00,Ohio,404.00,353.00,347.00,336.00,466.00,366.00
151,3700.00,3850.00,3941.00,4043.00,4223.00,4199.00,50.00,80.00,95.00,48.00,57.00,54.00,15.00,15.00,51.00,25.00,26.00,14.00,905.00,913.00,1016.00,982.00,901.00,764.00,Mansfield,32.00,1966.00,2104.00,2111.00,2127.00,2044.00,1821.00,106.00,146.00,85.00,62.00,85.00,74.00,3.00,1.00,0.00,3.00,3.00,3.00,49069.00,47856.00,47480.00,46832.00,46145.00,46605.00,3063.00,3174.00,2670.00,2933.00,3205.00,3167.00,,,35.00,27.00,33.00,40.00,56.00,,73.00,86.00,93.00,82.00,87.00,74.00,Ohio,171.00,210.00,228.00,159.00,178.00,169.00
152,3548.00,3766.00,3945.00,4049.00,4182.00,4211.00,146.00,162.00,149.00,223.00,152.00,167.00,28.00,33.00,80.00,72.00,61.00,0.00,1501.00,1614.00,1420.00,1304.00,1310.00,1045.00,Springfield,32.00,2723.00,2746.00,2923.00,2715.00,2816.00,2449.00,200.00,213.00,205.00,270.00,171.00,236.00,4.00,5.00,6.00,7.00,12.00,3.00,61540.00,60652.00,60329.00,60012.00,58891.00,59804.00,4630.00,4238.00,3699.00,4494.00,4337.00,4463.00,,,37.00,38.00,46.00,50.00,31.00,,216.00,209.00,178.00,208.00,223.00,163.00,Ohio,390.00,442.00,355.00,480.00,373.00,427.00
153,27158.00,29458.00,30071.00,30605.00,33653.00,34019.00,1562.00,1869.00,2002.00,1594.00,2015.00,1783.00,492.00,509.00,529.00,,,,7287.00,8366.00,6729.00,5357.00,4691.00,4127.00,Toledo,124.00,,,,,,7483.00,1465.00,949.00,900.00,1197.00,1334.00,1064.00,23.00,39.00,28.00,24.00,24.00,30.00,315647.00,287418.00,286020.00,283035.00,281150.00,279552.00,,,12510.00,,,,,,140.00,172.00,129.00,231.00,228.00,,1097.00,1152.00,1126.00,962.00,944.00,902.00,Ohio,2868.00,3068.00,3156.00,2854.00,3352.00,2902.00
154,2379.00,2551.00,2839.00,3050.00,3213.00,3010.00,169.00,120.00,123.00,171.00,113.00,185.00,7.00,4.00,8.00,6.00,5.00,0.00,466.00,445.00,486.00,557.00,486.00,422.00,Enid,22.00,1642.00,1402.00,1647.00,1460.00,1325.00,1373.00,73.00,99.00,72.00,65.00,90.00,90.00,2.00,2.00,3.00,0.00,1.00,0.00,48581.00,49908.00,49755.00,49965.00,51037.00,51870.00,1843.00,2045.00,1867.00,2173.00,1978.00,2294.00,,,28.00,28.00,,45.00,29.00,24.00,25.00,31.00,21.00,16.00,24.00,20.00,Oklahoma,222.00,189.00,173.00,226.00,164.00,228.00
155,4640.00,4686.00,4642.00,4772.00,4818.00,4957.00,589.00,613.00,670.00,655.00,696.00,658.00,42.00,59.00,41.00,33.00,47.00,46.00,1757.00,1960.00,1560.00,1485.00,1371.00,1218.00,Lawton,57.00,3279.00,3349.00,3313.00,2926.00,3365.00,2964.00,206.00,211.00,238.00,218.00,299.00,229.00,3.00,13.00,13.00,11.00,9.00,8.00,92025.00,97904.00,98781.00,98548.00,96966.00,96801.00,5531.00,4508.00,4420.00,5254.00,5208.00,5027.00,,,60.00,38.00,,75.00,55.00,80.00,113.00,175.00,173.00,168.00,194.00,208.00,Oklahoma,829.00,893.00,942.00,831.00,920.00,919.00
156,59021.00,64871.00,68404.00,72811.00,76050.00,72019.00,3541.00,3177.00,3083.00,3798.00,3791.00,3295.00,119.00,91.00,119.00,130.00,96.00,93.00,9901.00,9855.00,9854.00,8016.00,6638.00,5823.00,Oklahoma City,277.00,19760.00,21162.00,20387.00,17111.00,20199.00,16228.00,4059.00,3509.00,2897.00,3602.00,4374.00,4076.00,54.00,85.00,62.00,45.00,73.00,58.00,571865.00,586208.00,595607.00,605034.00,617975.00,630621.00,34113.00,27258.00,24948.00,33263.00,35390.00,32479.00,,,340.00,389.00,,434.00,480.00,450.00,1112.00,1232.00,1209.00,1191.00,1126.00,1192.00,Oklahoma,5108.00,4782.00,4828.00,5304.00,5474.00,4998.00
157,46343.00,51010.00,53543.00,55088.00,57776.00,54604.00,2555.00,1938.00,2354.00,2617.00,2529.00,2400.00,203.00,259.00,238.00,154.00,138.00,174.00,7146.00,7353.00,6235.00,5935.00,5500.00,5512.00,Tulsa,266.00,11857.00,12162.00,12654.00,12494.00,12136.00,12729.00,2434.00,2310.00,2651.00,2352.00,2410.00,2389.00,54.00,42.00,60.00,46.00,55.00,49.00,393412.00,396101.00,398904.00,394498.00,399556.00,401520.00,21923.00,20304.00,20892.00,21355.00,20807.00,20978.00,,,252.00,316.00,,313.00,365.00,373.00,1381.00,1090.00,1062.00,994.00,920.00,854.00,Oklahoma,3960.00,3217.00,3628.00,4304.00,3949.00,3827.00
158,3058.00,3130.00,3263.00,3336.00,3440.00,3570.00,17.00,4.00,13.00,48.00,11.00,5.00,25.00,10.00,10.00,6.00,3.00,11.00,204.00,262.00,224.00,252.00,201.00,173.00,Albany,17.00,1023.00,1262.00,1625.00,1358.00,1083.00,1447.00,94.00,116.00,106.00,60.00,94.00,142.00,0.00,0.00,0.00,2.00,2.00,1.00,48777.00,50692.00,51084.00,51645.00,51889.00,52394.00,1439.00,1675.00,1726.00,1287.00,1580.00,2019.00,10.00,10.00,12.00,10.00,,,,8.00,26.00,9.00,23.00,27.00,26.00,16.00,Oregon,44.00,42.00,41.00,86.00,44.00,40.00
159,5436.00,5305.00,4773.00,4458.00,4376.00,4409.00,43.00,44.00,29.00,36.00,40.00,38.00,23.00,13.00,16.00,8.00,10.00,7.00,209.00,287.00,235.00,195.00,225.00,201.00,Corvallis,13.00,1132.00,1153.00,1354.00,1476.00,1421.00,1297.00,45.00,36.00,48.00,36.00,30.00,38.00,0.00,1.00,0.00,0.00,1.00,0.00,51276.00,55042.00,55062.00,55218.00,55541.00,55100.00,1753.00,1737.00,1546.00,1377.00,1418.00,1587.00,,,9.00,11.00,10.00,16.00,25.00,,12.00,15.00,15.00,16.00,12.00,14.00,Oregon,71.00,72.00,69.00,57.00,67.00,64.00
160,11748.00,12153.00,12562.00,13175.00,13588.00,14322.00,205.00,,284.00,168.00,162.00,139.00,98.00,63.00,82.00,55.00,,42.00,1293.00,1440.00,1515.00,1539.00,,1103.00,Eugene,78.00,5136.00,6054.00,5773.00,,5862.00,4609.00,576.00,,547.00,599.00,435.00,608.00,0.00,0.00,0.00,,4.00,0.00,153269.00,157848.00,158043.00,158499.00,,161608.00,7878.00,,6259.00,7028.00,8004.00,7920.00,,,80.00,72.00,68.00,,87.00,,168.00,177.00,196.00,195.00,,138.00,Oregon,460.00,,513.00,416.00,430.00,402.00
161,6071.00,6026.00,6276.00,6514.00,6797.00,7176.00,283.00,255.00,303.00,211.00,320.00,346.00,36.00,43.00,49.00,53.00,68.00,34.00,379.00,370.00,477.00,575.00,536.00,427.00,Medford,38.00,2678.00,3764.00,4075.00,4358.00,3375.00,4130.00,150.00,233.00,302.00,162.00,177.00,163.00,3.00,2.00,1.00,0.00,1.00,6.00,73525.00,75704.00,76037.00,76949.00,78356.00,79461.00,3895.00,5127.00,4859.00,3219.00,4418.00,4813.00,,,46.00,39.00,37.00,45.00,33.00,,40.00,60.00,64.00,99.00,93.00,56.00,Oregon,387.00,393.00,393.00,300.00,425.00,483.00
162,12611.00,12453.00,12591.00,12878.00,13482.00,14069.00,365.00,356.00,361.00,316.00,379.00,328.00,36.00,37.00,51.00,42.00,35.00,27.00,868.00,891.00,1043.00,983.00,828.00,734.00,Salem,32.00,4761.00,4958.00,5143.00,5562.00,4641.00,5222.00,428.00,641.00,711.00,427.00,730.00,656.00,1.00,7.00,7.00,2.00,5.00,3.00,155820.00,156283.00,157353.00,158234.00,162028.00,163320.00,5960.00,7031.00,6667.00,6056.00,6731.00,6782.00,,,48.00,40.00,47.00,44.00,44.00,,118.00,119.00,138.00,138.00,103.00,127.00,Oregon,519.00,505.00,537.00,483.00,564.00,520.00
163,4480.00,4544.00,4618.00,4739.00,4922.00,5067.00,78.00,88.00,84.00,87.00,98.00,75.00,10.00,18.00,18.00,9.00,10.00,20.00,294.00,301.00,226.00,259.00,208.00,182.00,Altoona,26.00,616.00,641.00,733.00,658.00,745.00,670.00,44.00,24.00,42.00,37.00,36.00,43.00,0.00,2.00,2.00,1.00,1.00,0.00,46213.00,46468.00,46404.00,46103.00,45676.00,45379.00,1090.00,890.00,894.00,947.00,903.00,1035.00,,,29.00,31.00,25.00,38.00,26.00,,51.00,39.00,32.00,29.00,32.00,26.00,Pennsylvania,143.00,159.00,137.00,167.00,163.00,131.00
164,9694.00,10248.00,10190.00,10540.00,10598.00,10862.00,198.00,248.00,243.00,228.00,214.00,219.00,46.00,32.00,27.00,24.00,39.00,31.00,1106.00,1233.00,1095.00,1017.00,772.00,665.00,Erie,77.00,2245.00,2311.00,2093.00,1794.00,2404.00,1719.00,101.00,74.00,115.00,139.00,104.00,98.00,12.00,8.00,3.00,10.00,9.00,6.00,104077.00,102111.00,101972.00,100814.00,100403.00,98887.00,3738.00,2640.00,2499.00,3490.00,3510.00,3208.00,,,78.00,64.00,60.00,52.00,56.00,,173.00,150.00,172.00,175.00,96.00,122.00,Pennsylvania,431.00,406.00,430.00,491.00,458.00,457.00
165,2691.00,2663.00,2785.00,2920.00,3057.00,3058.00,25.00,21.00,12.00,13.00,20.00,11.00,3.00,0.00,4.00,2.00,0.00,1.00,26.00,23.00,24.00,28.00,17.00,17.00,Gettysburg,3.00,155.00,155.00,110.00,112.00,166.00,84.00,3.00,1.00,2.00,1.00,3.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,8172.00,7644.00,7634.00,7653.00,7667.00,7640.00,192.00,130.00,103.00,182.00,182.00,141.00,,,13.00,5.00,8.00,6.00,1.00,,7.00,8.00,1.00,8.00,2.00,8.00,Pennsylvania,36.00,29.00,21.00,33.00,27.00,27.00
166,4171.00,4264.00,4217.00,4187.00,4211.00,4149.00,81.00,81.00,70.00,53.00,93.00,76.00,15.00,2.00,3.00,7.00,2.00,3.00,256.00,358.00,285.00,277.00,287.00,195.00,Johnstown,7.00,502.00,499.00,497.00,502.00,572.00,472.00,31.00,19.00,24.00,28.00,38.00,28.00,3.00,1.00,7.00,6.00,3.00,3.00,22900.00,22572.00,22360.00,21954.00,21755.00,21463.00,961.00,808.00,691.00,786.00,822.00,802.00,,,6.00,6.00,2.00,6.00,7.00,,43.00,60.00,31.00,44.00,32.00,25.00,Pennsylvania,151.00,125.00,105.00,105.00,131.00,129.00
167,20835.00,21800.00,22629.00,23627.00,24769.00,25917.00,245.00,164.00,222.00,237.00,213.00,190.00,35.00,18.00,20.00,19.00,10.00,7.00,583.00,531.00,439.00,441.00,347.00,255.00,Lancaster,37.00,2160.00,2351.00,2165.00,1874.00,2378.00,1827.00,105.00,70.00,86.00,114.00,110.00,86.00,5.00,7.00,5.00,6.00,7.00,5.00,55582.00,59511.00,60155.00,59370.00,59325.00,59295.00,3014.00,2291.00,2168.00,2857.00,2900.00,2692.00,,,55.00,37.00,53.00,68.00,80.00,,214.00,217.00,208.00,249.00,165.00,163.00,Pennsylvania,504.00,403.00,472.00,511.00,465.00,497.00
168,4142.00,4268.00,4402.00,4520.00,4562.00,4609.00,30.00,35.00,45.00,53.00,43.00,37.00,3.00,5.00,5.00,7.00,2.00,3.00,169.00,133.00,123.00,139.00,106.00,119.00,Lebanon,11.00,473.00,544.00,623.00,503.00,486.00,488.00,24.00,12.00,60.00,36.00,29.00,23.00,4.00,2.00,2.00,3.00,3.00,0.00,24357.00,25558.00,25662.00,25583.00,25538.00,25599.00,643.00,621.00,667.00,678.00,696.00,785.00,,,10.00,6.00,2.00,10.00,4.00,,31.00,46.00,48.00,62.00,31.00,32.00,Pennsylvania,87.00,79.00,84.00,98.00,99.00,103.00
169,117895.00,123811.00,127974.00,130756.00,137576.00,138873.00,1239.00,1309.00,1170.00,1499.00,1125.00,1180.00,154.00,195.00,248.00,208.00,192.00,172.00,2949.00,2686.00,2537.00,2173.00,2129.00,2197.00,Pittsburgh,67.00,7678.00,7610.00,7258.00,7157.00,6897.00,7097.00,480.00,597.00,601.00,657.00,544.00,616.00,55.00,41.00,45.00,69.00,57.00,44.00,312737.00,308609.00,312112.00,307632.00,307613.00,306870.00,10063.00,9883.00,9895.00,11284.00,10691.00,10047.00,,,66.00,47.00,78.00,91.00,82.00,,1190.00,1126.00,1134.00,956.00,986.00,858.00,Pennsylvania,2476.00,2455.00,2167.00,2810.00,2347.00,2259.00
170,15119.00,15478.00,15970.00,16262.00,16882.00,17503.00,346.00,408.00,359.00,352.00,387.00,354.00,29.00,32.00,17.00,27.00,20.00,11.00,1425.00,1380.00,1447.00,1040.00,852.00,728.00,Reading,22.00,1582.00,1629.00,1465.00,1494.00,1501.00,1572.00,420.00,205.00,251.00,655.00,536.00,294.00,10.00,15.00,11.00,9.00,13.00,13.00,81370.00,88363.00,88557.00,88107.00,87848.00,87744.00,3301.00,2551.00,2551.00,3662.00,3612.00,2799.00,,,21.00,44.00,50.00,55.00,37.00,,384.00,377.00,382.00,328.00,288.00,291.00,Pennsylvania,758.00,760.00,700.00,767.00,828.00,743.00
171,6646.00,6852.00,7063.00,7358.00,7836.00,8160.00,34.00,16.00,16.00,49.00,29.00,23.00,18.00,10.00,11.00,11.00,12.00,4.00,111.00,130.00,115.00,101.00,62.00,77.00,State College,12.00,769.00,658.00,596.00,564.00,741.00,556.00,22.00,6.00,7.00,12.00,14.00,10.00,0.00,1.00,0.00,0.00,2.00,0.00,54649.00,56608.00,57020.00,56612.00,56551.00,57710.00,893.00,632.00,640.00,892.00,787.00,707.00,,,9.00,11.00,5.00,5.00,4.00,,16.00,11.00,12.00,13.00,5.00,5.00,Pennsylvania,57.00,26.00,27.00,74.00,53.00,41.00
172,3925.00,4327.00,4532.00,4675.00,4950.00,4938.00,35.00,66.00,56.00,33.00,42.00,48.00,19.00,8.00,19.00,12.00,7.00,5.00,232.00,222.00,266.00,228.00,137.00,138.00,Williamsport,8.00,954.00,926.00,902.00,848.00,982.00,749.00,50.00,26.00,21.00,34.00,43.00,28.00,2.00,2.00,5.00,3.00,7.00,1.00,29320.00,29475.00,29582.00,29536.00,29340.00,29150.00,1254.00,1011.00,908.00,1220.00,1235.00,1158.00,,,12.00,5.00,10.00,9.00,19.00,,55.00,56.00,62.00,47.00,54.00,38.00,Pennsylvania,100.00,132.00,120.00,102.00,111.00,110.00
173,31943.00,32706.00,33646.00,34743.00,36611.00,38370.00,,605.00,705.00,871.00,,555.00,11.00,,,9.00,11.00,18.00,1699.00,,,1398.00,1102.00,1094.00,Columbia,,5528.00,,5800.00,5416.00,,5252.00,,673.00,858.00,671.00,,791.00,16.00,,8.00,8.00,12.00,,130498.00,,,132240.00,134124.00,132495.00,,7191.00,7204.00,7898.00,,7989.00,,,74.00,,58.00,71.00,83.00,,345.00,,,331.00,320.00,258.00,South Carolina,,1004.00,1058.00,1306.00,,952.00
174,6997.00,6995.00,7225.00,7681.00,7912.00,8176.00,256.00,252.00,261.00,236.00,217.00,193.00,5.00,6.00,6.00,6.00,23.00,8.00,546.00,537.00,566.00,456.00,481.00,629.00,Florence,16.00,2215.00,2190.00,2376.00,2196.00,2530.00,2119.00,163.00,123.00,131.00,130.00,141.00,104.00,2.00,3.00,2.00,2.00,4.00,3.00,32273.00,37488.00,37681.00,37611.00,37951.00,38183.00,3230.00,2800.00,2879.00,2891.00,2897.00,2936.00,,,8.00,25.00,29.00,18.00,12.00,,108.00,76.00,83.00,69.00,60.00,74.00,South Carolina,351.00,332.00,351.00,354.00,328.00,293.00
