Year,State,City by state,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,,
2001,NEW JERSEY,Readington Township,"15,935",151,153,0,0,0,9,41,93,8,2,,,,,,,
2001,NEW JERSEY,Red Bank,"11,943",433,434,1,5,23,11,29,348,16,1,,,,,,,
2001,NEW JERSEY,Ridgefield,"10,920",131,131,0,0,2,17,23,69,20,0,,,,,,,
2001,NEW JERSEY,Ridgefield Park,"12,980",224,225,0,1,6,8,39,137,33,1,,,,,,,
2001,NEW JERSEY,Ridgewood,"25,144",280,281,0,0,6,7,69,184,14,1,,,,,,,
2001,NEW JERSEY,Ringwood,"12,499",90,92,1,0,1,3,24,58,3,2,,,,,,,
2001,NEW JERSEY,River Edge,"11,037",119,120,0,0,2,1,29,82,5,1,,,,,,,
2001,NEW JERSEY,Rockaway Township,"23,121",629,634,0,4,3,21,49,520,32,5,,,,,,,
2001,NEW JERSEY,Roselle,"21,451",710,710,1,0,39,31,175,336,128,0,,,,,,,
2001,NEW JERSEY,Roselle Park,"13,392",267,268,0,1,6,10,67,150,33,1,,,,,,,
2001,NEW JERSEY,Roxbury Township,"24,082",387,387,0,0,10,17,34,309,17,0,,,,,,,
2001,NEW JERSEY,Rutherford,"18,261",290,291,0,3,3,6,77,164,37,1,,,,,,,
2001,NEW JERSEY,Saddle Brook Township,"13,265",351,352,0,0,11,7,50,241,42,1,,,,,,,
2001,NEW JERSEY,Sayreville,"40,713",754,769,0,10,13,51,169,423,88,15,,,,,,,
2001,NEW JERSEY,Scotch Plains Township,"22,921",353,353,0,2,6,3,67,246,29,0,,,,,,,
2001,NEW JERSEY,Secaucus,"16,064",748,748,1,0,7,16,26,497,201,0,,,,,,,
2001,NEW JERSEY,Somers Point,"11,711",335,335,0,3,7,25,50,240,10,0,,,,,,,
2001,NEW JERSEY,Somerville,"12,526",345,345,0,1,11,15,30,268,20,0,, ,,,,,
2001,NEW JERSEY,South Brunswick Township,"38,048",659,662,0,0,5,20,147,429,58,3,,,,,,,
2001,NEW JERSEY,South Orange,"17,105",928,932,3,0,46,33,140,399,307,4,,,,,,,
2001,NEW JERSEY,South Plainfield,"21,992",542,547,1,6,21,17,69,388,40,5,,,,,,,
2001,NEW JERSEY,South River,"15,450",182,183,0,0,10,31,42,82,17,1,,,,,,,
2001,NEW JERSEY,Sparta Township,"18,231",112,112,0,0,0,3,9,98,2,0,,,,,,,
2001,NEW JERSEY,Springfield,"14,549",404,404,0,0,7,3,61,246,87,0,,,,,,,
2001,NEW JERSEY,Stafford Township,"22,720",640,642,0,3,2,17,80,510,28,2,, ,,,,,
2001,NEW JERSEY,Summit,"21,307",480,480,0,1,5,8,62,375,29,0,,,,,,,
2001,NEW JERSEY,Teaneck Township,"39,587",871,883,0,3,27,61,216,495,69,12,,,,,,,
2001,NEW JERSEY,Tenafly,"13,921",172,174,0,0,1,4,57,104,6,2,,,,,,,
2001,NEW JERSEY,Tinton Falls,"15,178",312,313,0,1,4,11,30,248,18,1,,,,,,,
2001,NEW JERSEY,Trenton,"86,114","6,964","7,000",13,72,716,697,"1,521","2,723","1,222",36,,,,,,,
2001,NEW JERSEY,Union City,"67,647","2,434","2,438",3,1,206,116,496,"1,038",574,4,,,,,,,
2001,NEW JERSEY,Union Township,"54,858","2,421","2,430",0,11,141,80,367,"1,360",462,9,,,,,,,
2001,NEW JERSEY,Ventnor City,"13,018",326,326,0,3,4,10,78,216,15,0,,,,,,,
2001,NEW JERSEY,Vernon Township,"24,892",438,439,0,2,2,11,44,359,20,1,,,,,,,
2001,NEW JERSEY,Verona,"13,646",209,210,0,1,1,8,35,143,21,1,,,,,,,
2001,NEW JERSEY,Vineland,"56,740","3,392","3,403",2,7,205,254,732,"2,017",175,11,,,,,,,
2001,NEW JERSEY,Voorhees Township,"28,360","1,036","1,055",0,5,27,41,114,797,52,19,,,,,,,
2001,NEW JERSEY,Wallington,"11,679",348,348,0,2,8,17,51,229,41,0,,,,,,,
2001,NEW JERSEY,Wall Township,"25,471",479,480,0,1,8,23,109,328,10,1,,,,,,,
2001,NEW JERSEY,Wanaque,"10,352",118,118,1,0,0,6,15,88,8,0,,,,,,,
2001,NEW JERSEY,Warren Township,"14,378",154,154,0,0,1,2,33,113,5,0,,,,,,,
2001,NEW JERSEY,Washington Township (Gloucester County),"47,509","1,346","1,358",0,11,27,53,337,810,108,12,,,,,,,
2001,NEW JERSEY,Washington Township (Morris County),"17,739",155,157,0,0,1,3,15,129,7,2,,,,,,,
2001,NEW JERSEY,Washington Township (Warren County),"10,361",178,178,2,0,4,10,26,123,13,0,,,,,,,
2001,NEW JERSEY,Waterford Township,"10,581",278,280,0,7,6,16,44,187,18,2,,,,,,,
2001,NEW JERSEY,Wayne Township,"54,519","1,968","1,977",1,7,30,32,214,"1,293",391,9,,,,,,,
2001,NEW JERSEY,Weehawken Township,"13,613",541,543,0,1,15,15,88,321,101,2,,,,,,,
2001,NEW JERSEY,West Caldwell Township,"11,327",172,173,0,0,2,5,36,124,5,1,,,,,,,
2001,NEW JERSEY,West Deptford Township,"19,529",591,597,0,2,7,18,117,407,40,6,,,,,,,
2001,NEW JERSEY,Westfield,"29,891",356,357,0,0,3,2,64,276,11,1,,,,,,,
2001,NEW JERSEY,West Milford Township,"26,630",423,427,0,0,7,23,89,290,14,4,,,,,,,
2001,NEW JERSEY,West New York,"46,149","1,451","1,456",0,2,74,88,284,752,251,5,,,,,,,
2001,NEW JERSEY,West Orange,"45,317","1,465","1,467",0,0,48,38,305,692,382,2,,,,,,,
2001,NEW JERSEY,West Paterson,"11,079",306,306,0,2,6,4,50,212,32,0,,,,,,,
2001,NEW JERSEY,West Windsor Township,"22,089",630,631,0,2,7,12,70,461,78,1,,,,,,,
2001,NEW JERSEY,Westwood,"11,091",188,188,0,0,0,12,26,145,5,0,,,,,,,
2001,NEW JERSEY,Willingboro Township,"33,283",960,966,1,5,58,30,173,618,75,6,,,,,,,
2001,NEW JERSEY,Winslow Township,"34,899",853,868,0,1,29,101,176,502,44,15,,,,,,,
2001,NEW JERSEY,Woodbridge Township,"98,013","3,424","3,456",0,9,62,251,509,"2,129",464,32,,,,,,,
2001,NEW JERSEY,Woodbury,"10,393",624,626,0,0,15,29,75,465,40,2,,,,,,,
2001,NEW JERSEY,Wyckoff Township,"16,645",119,120,0,0,1,7,22,89,0,1,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,, ,, , ,,,,,,,,,,,,,
2001,, ,,,,,,,,,,,,,,,,,,
2001,NEW MEXICO,Alamogordo,"35,780","1,204","1,207",1,14,7,84,113,960,25,3,,,,,,,
2001,NEW MEXICO,Albuquerque,"451,098","39,541","39,720",34,219,"1,610","3,396","6,585","23,535","4,162",179,,,,,,,
2001,NEW MEXICO,Clovis,"32,848","2,092","2,110",3,17,20,138,536,"1,322",56,18,,,,,,,
2001,NEW MEXICO,Deming,"14,194",932,942,0,3,14,87,176,607,45,10,,,,,,,
2001,NEW MEXICO,Farmington,"38,054","2,082","2,088",3,50,46,368,372,"1,142",101,6,,,,,,,
2001,NEW MEXICO,Gallup,"20,321","3,057","3,060",5,13,107,312,325,"2,160",135,3,,,,,,,
2001,NEW MEXICO,Hobbs,"28,816","1,646","1,647",2,21,31,242,276,"1,020",54,1,,,,,,,
2001,NEW MEXICO,Las Cruces,"74,679","5,740","5,748",0,65,79,268,928,"4,208",192,8,,,,,,,
2001,NEW MEXICO,Las Vegas,"14,646","1,168","1,174",1,21,16,201,252,630,47,6,,,,,,,
2001,NEW MEXICO,Los Alamos,"18,445",163,164,0,0,2,4,38,109,10,1,,,,,,,
2001,NEW MEXICO,Los Lunas,"10,090",857,857,1,9,8,279,121,377,62,0,,,,,,,
2001,NEW MEXICO,Portales,"11,193",549,552,0,2,4,59,149,318,17,3,,,,,,,
2001,NEW MEXICO,Rio Rancho,"52,052","1,444","1,456",0,8,15,155,285,893,88,12,, ,,,,,
2001,NEW MEXICO,Roswell,"45,544","3,084","3,098",2,39,36,338,609,"1,974",86,14,,,,,,,
2001,NEW MEXICO,Silver City,"10,604",675,679,1,3,7,31,171,446,16,4,,,,,,,
2001,NEW MEXICO,Sunland Park,"13,383",134,134,0,0,1,15,36,69,13,0,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,,,, ,,,,,,,,,,,,,,,,
2001,,,, ,, ,,,,,,,,,,,,,,
2001,NEW YORK,Albany,"95,834","7,282","7,314",6,57,432,818,"1,563","3,860",546,32,,,,,,,
2001,NEW YORK,Amherst Town,"111,169","2,010","2,015",0,3,31,50,171,"1,645",110,5,,,,,,,
2001,NEW YORK,Amsterdam,"18,389",323,327,1,2,3,44,81,189,3,4,,,,,,,
2001,NEW YORK,Auburn,"28,627","1,209",,0,13,11,49,191,920,25,,,,,,,,
2001,NEW YORK,Beacon,"13,833",383,386,0,0,14,47,53,234,35,3,,,,,,,
2001,NEW YORK,Bedford Town,"18,166",240,240,0,1,1,11,30,174,23,0,,,,,,,
2001,NEW YORK,Bethlehem Town,"31,362",589,589,0,2,4,16,120,440,7,0,,,,,,,
2001,NEW YORK,Binghamton,"47,467","2,335","2,346",1,30,59,98,258,"1,827",62,11,,,,,,,
2001,NEW YORK,Blooming Grove Town,"11,521",171,174,0,0,1,2,40,117,11,3,,,,,,,
2001,NEW YORK,Brighton Town,"35,653","1,130","1,130",0,4,24,4,123,932,43,0,,,,,,,
2001,NEW YORK,Buffalo,"293,187","19,894","20,338",64,229,"1,600","1,816","3,965","9,669","2,551",444,,,,,,,
2001,NEW YORK,Camillus Town and Village,"23,195",382,383,0,0,5,9,46,309,13,1,,,,,,,
2001,NEW YORK,Canandaigua,"11,285",268,269,0,2,3,4,36,218,5,1,,,,,,,
2001,NEW YORK,Carmel Town,"33,067",338,339,0,0,4,14,63,245,12,1,,,,,,,
2001,NEW YORK,Cheektowaga Town,"83,705","3,101","3,113",0,12,55,64,432,"2,273",265,12,,,,,,,
2001,NEW YORK,Cicero Town,"26,158",681,685,0,1,8,20,117,506,29,4,,,,,,,
2001,NEW YORK,Clarkstown Town,"77,810","2,315",,1,5,37,91,209,"1,852",120,,,,,,,,
2001,NEW YORK,Clay Town,"53,912",427,430,0,0,10,0,87,322,8,3,,,,,,,
2001,NEW YORK,Cohoes,"15,550",286,289,0,6,7,34,65,136,38,3,,,,,,,
2001,NEW YORK,Colonie Town,"75,487","3,170","3,178",0,11,41,34,423,"2,553",108,8,,,,,,,
2001,NEW YORK,Corning,"10,862",392,394,1,4,1,23,54,300,9,2,,,,,,,
2001,NEW YORK,Cortland,"18,774",673,675,0,5,7,26,96,528,11,2,,,,,,,
2001,NEW YORK,Depew Village,"16,660",403,403,0,1,0,9,58,285,50,0,,,,,,,
2001,NEW YORK,Dewitt Town,"20,931",878,878,0,3,12,9,129,681,44,0,,,,,,,
2001,NEW YORK,Dobbs Ferry Village,"10,642",148,148,0,0,1,18,25,96,8,0,,,,,,,
2001,NEW YORK,Dunkirk,"13,155",453,461,0,2,19,43,52,325,12,8,,,,,,,
2001,NEW YORK,East Aurora-Aurora Town,"14,022",242,243,0,1,0,7,26,202,6,1,,,,,,,
2001,NEW YORK,Eastchester Town,"18,599",308,308,0,0,6,9,19,260,14,0,,,,,,,
2001,NEW YORK,East Fishkill Town,"25,636",338,339,0,0,1,5,48,275,9,1,,,,,,,
2001,NEW YORK,East Hampton Town,"17,493",599,599,0,2,4,10,179,389,15,0,,,,,,,
2001,NEW YORK,Fallsburg Town,"11,353",196,198,1,2,5,13,62,107,6,2,,,,,,,
2001,NEW YORK,Fishkill Town,"18,557",339,340,0,1,2,17,19,277,23,1,,,,,,,
2001,NEW YORK,Floral Park Village,"15,996",117,118,1,1,12,2,26,66,9,1,,,,,,,
2001,NEW YORK,Fredonia Village,"10,726",316,316,0,2,4,8,31,263,8,0,,,,,,,
2001,NEW YORK,Freeport Village,"43,864","1,210","1,217",1,7,75,134,94,656,243,7,,,,,,,
2001,NEW YORK,Garden City Village,"21,712",348,,0,1,2,6,33,295,11,,,,,,,,
2001,NEW YORK,Gates Town,"29,329","1,118","1,120",0,3,14,6,110,897,88,2,,,,,,,
2001,NEW YORK,Geddes Town,"10,915",228,229,1,0,3,0,39,171,14,1,,,,,,,
2001,NEW YORK,Geneva,"13,642",425,427,0,0,8,22,35,350,10,2,,,,,,,
2001,NEW YORK,Glens Falls,"14,380",635,637,0,3,8,30,98,483,13,2,,,,,,,
2001,NEW YORK,Glenville Town,"20,263",272,273,0,0,3,3,29,228,9,1,,,,,,,
2001,NEW YORK,Gloversville,"15,441",621,,0,6,6,30,91,471,17,,,,,,,,
2001,NEW YORK,Greece Town,"94,314","2,432","2,444",3,14,52,17,260,"1,902",184,12,,,,,,,
2001,NEW YORK,Greenburgh Town,"41,905","1,290","1,290",0,5,46,37,139,976,87,0,,,,,,,
2001,NEW YORK,Guilderland Town,"31,008","1,208","1,212",1,2,13,13,101,"1,057",21,4,,,,,,,
2001,NEW YORK,Hamburg Town,"43,505","1,292","1,298",1,5,14,36,178,"1,027",31,6,,,,,,,
2001,NEW YORK,Hempstead Village,"56,658","1,397","1,403",13,17,150,197,184,451,385,6,,,,,,,
2001,NEW YORK,Hyde Park Town,"20,889",244,244,1,3,2,3,28,199,8,0,,,,,,,
2001,NEW YORK,Irondequoit Town,"52,450","2,321","2,327",1,3,39,14,235,"1,918",111,6,,,,,,,
2001,NEW YORK,Kenmore Village,"16,456",271,274,0,3,10,5,31,207,15,3,,,,,,,
2001,NEW YORK,Kent Town,"14,035",196,196,0,2,0,4,33,149,8,0,,,,,,,
2001,NEW YORK,Kingston,"23,499",772,772,2,7,22,34,92,563,52,0,,,,,,,
2001,NEW YORK,Lackawanna,"19,099",590,593,0,7,14,46,87,345,91,3,,,,,,,
2001,NEW YORK,Lancaster Town,"21,681",292,292,1,0,1,2,27,241,20,0,,,,,,,
2001,NEW YORK,Lancaster Village,"11,209",145,145,0,1,1,4,38,91,10,0,,,,,,,
2001,NEW YORK,Long Beach,"35,527",705,705,0,2,51,67,106,393,86,0,,,,,,,
2001,NEW YORK,Lynbrook Village,"19,948",201,205,0,1,5,8,40,115,32,4,,,,,,,
2001,NEW YORK,Mamaroneck Village,"18,787",400,400,0,0,9,11,30,308,42,0,,,,,,,
2001,NEW YORK,Manlius Town,"24,379",436,436,0,4,2,5,80,332,13,0,,,,,,,
2001,NEW YORK,Massena Village,"11,230",165,165,0,2,2,6,14,134,7,0,,,,,,,
2001,NEW YORK,Middletown,"25,435",765,770,0,13,28,41,108,542,33,5,,,,,,,
2001,NEW YORK,Mount Kisco Village,"10,001",308,308,0,1,4,31,29,226,17,0,,,,,,,
2001,NEW YORK,Mount Pleasant Town,"26,221",333,336,0,2,1,35,40,222,33,3,,,,,,,
2001,NEW YORK,Mount Vernon,"68,507","2,311",,9,13,196,267,443,993,390,,,,,,,,
2001,NEW YORK,Newburgh,"28,311","1,999",,7,23,136,293,428,"1,041",71,,,,,,,,
2001,NEW YORK,Newburgh Town,"27,619","1,213","1,216",1,9,19,29,105,"1,011",39,3,,,,,,,
2001,NEW YORK,New Hartford Town and Village,"21,211",983,988,0,0,5,6,52,914,6,5,,,,,,,
2001,NEW YORK,New Rochelle,"72,315","1,836","1,844",0,6,129,93,208,"1,231",169,8,,,,,,,
2001,NEW YORK,New Windsor Town,"22,908",594,594,2,6,6,39,92,432,17,0,,,,,,,
2001,NEW YORK,New York9,"8,023,018","266,587",,"3,472","1,530","28,202","37,893","31,563","133,938","29,989",,,,,,,,
2001,NEW YORK,Niagara Falls,"55,695","3,599","3,633",4,26,168,291,795,"1,947",368,34,,,,,,,
2001,NEW YORK,North Castle Town,"10,869",128,128,0,0,4,0,17,103,4,0,,,,,,,
2001,NEW YORK,North Tonawanda,"33,323",744,754,0,7,14,24,132,550,17,10,,,,,,,
2001,NEW YORK,Ogdensburg,"12,387",530,530,0,3,2,6,67,439,13,0,,,,,,,
2001,NEW YORK,Ogden Town,"18,526",368,370,1,1,3,14,56,273,20,2,,,,,,,
2001,NEW YORK,Olean,"15,375",415,416,0,9,4,1,49,345,7,1,,,,,,,
2001,NEW YORK,Oneida,"11,007",510,510,0,6,7,7,64,420,6,0,,,,,,,
2001,NEW YORK,Oneonta City,"13,316",364,,0,7,6,34,96,200,21,,,,,,,,
2001,NEW YORK,Orchard Park Town,"27,688",529,,0,5,4,5,60,425,30,,,,,,,,
2001,NEW YORK,Ossining Village,"24,054",505,507,0,9,34,93,65,259,45,2,,,,,,,
2001,NEW YORK,Oswego City,"17,987",752,752,0,2,11,16,118,580,25,0,,,,,,,
2001,NEW YORK,Peekskill,"22,482",408,,1,7,23,29,49,282,17,,,,,,,,
2001,NEW YORK,Plattsburgh City,"18,851",436,437,0,3,2,33,58,334,6,1,,,,,,,
2001,NEW YORK,Port Washington,"17,785",229,229,0,1,7,8,24,169,20,0,,,,,,,
2001,NEW YORK,Poughkeepsie,"29,926","1,293",,4,17,103,72,237,773,87,,,,,,,,
2001,NEW YORK,Poughkeepsie Town,"41,911","1,538","1,540",0,6,28,102,121,"1,242",39,2,,,,,,,
2001,NEW YORK,Ramapo Town,"71,370",911,914,1,7,22,39,188,631,23,3,,,,,,,
2001,NEW YORK,Riverhead Town,"27,731","1,585","1,587",1,8,20,80,290,"1,150",36,2,,,,,,,
2001,NEW YORK,Rochester,"220,177","16,156",,40,84,921,618,"2,459","9,719","2,315",,,,,,,,
2001,NEW YORK,Rome,"35,014",909,915,0,6,16,29,225,582,51,6,,,,,,,
2001,NEW YORK,Rotterdam Town,"28,368","1,124","1,132",0,1,34,19,120,927,23,8,,,,,,,
2001,NEW YORK,Saugerties Town,"14,941",285,288,0,0,2,21,66,190,6,3,,,,,,,
2001,NEW YORK,Scarsdale Village,"17,856",253,253,0,0,3,9,41,172,28,0,,,,,,,
2001,NEW YORK,Schenectady,"61,935","3,557","3,622",6,54,208,255,871,"1,902",261,65,,,,,,,
2001,NEW YORK,Shawangunk Town,"12,044",195,195,0,0,0,36,34,122,3,0,,,,,,,
2001,NEW YORK,Southport Town,"11,206",21,21,0,0,0,0,5,16,0,0,,,,,,,
2001,NEW YORK,Suffern Village,"11,026",128,,0,0,7,10,17,83,11,,,,,,,,
2001,NEW YORK,Syracuse,"147,577","9,413","9,526",15,41,568,936,"1,802","5,166",885,113,,,,,,,
2001,NEW YORK,Tarrytown Village,"11,110",199,199,1,2,5,18,42,113,18,0,,,,,,,
2001,NEW YORK,Tonawanda ,"16,166",415,,0,3,3,14,75,304,16,,,,,,,,
2001,NEW YORK,Ulster Town,"12,567",226,229,0,1,4,8,26,165,22,3,,,,,,,
2001,NEW YORK,Utica,"60,763","2,825","2,853",7,29,188,83,641,"1,725",152,28,,,,,,,
2001,NEW YORK,Vestal Town,"26,584",559,560,0,1,4,7,30,494,23,1,,,,,,,
2001,NEW YORK,Watertown,"26,754",948,953,1,15,30,27,139,725,11,5,,,,,,,
2001,NEW YORK,Watervliet,"10,226",216,219,0,0,13,15,42,133,13,3,,,,,,,
2001,NEW YORK,Webster Town and Village,"37,996",656,657,1,2,3,5,85,529,31,1,,,,,,,
2001,NEW YORK,West Seneca Town,"46,005","1,108","1,111",0,2,20,120,113,801,52,3,,,,,,,
2001,NEW YORK,White Plains,"53,175","2,374","2,374",1,13,67,133,112,"1,915",133,0,,,,,,,
2001,NEW YORK,Yonkers,"196,447","5,419","5,484",6,15,473,441,837,"2,746",901,65,,,,,,,
"2,001 ",,,,,, , ,,,,,,,,,,,,,
2001,,,, ,, , ,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,NORTH CAROLINA,Albemarle,"15,947","1,415","1,425",0,1,32,49,553,663,117,10,,,,,,,
2001,NORTH CAROLINA,Apex,"20,556",476,478,0,3,8,51,73,303,38,2,,,,,,,
2001,NORTH CAROLINA,Asheboro,"22,041","2,035","2,035",2,1,31,22,406,"1,484",89,0,,,,,,,
2001,NORTH CAROLINA,Asheville,"70,061","4,734","4,779",1,42,217,215,905,"2,918",436,45,,,,,,,
2001,NORTH CAROLINA,Boone,"13,701",535,535,0,4,4,21,67,418,21,0,,,,,,,
2001,NORTH CAROLINA,Burlington,"45,681","3,300","3,310",3,10,90,182,556,"2,324",135,10,,,,,,,
2001,NORTH CAROLINA,Carrboro,"17,068","1,067","1,068",0,0,36,77,173,735,46,1,,,,,,,
2001,NORTH CAROLINA,Cary,"96,144","2,295","2,301",1,5,54,48,304,"1,722",161,6,,,,,,,
2001,NORTH CAROLINA,Chapel Hill,"49,544","2,805","2,812",0,8,83,120,586,"1,876",132,7,,,,,,,
2001,NORTH CAROLINA,Charlotte-Mecklenburg,"636,459","49,757","50,074",66,293,"2,996","4,420","10,285","27,291","4,406",317,,,,,,,
2001,NORTH CAROLINA,Concord,"56,929","2,760","2,780",5,14,88,80,355,"2,103",115,20,,,,,,,
2001,NORTH CAROLINA,Cornelius,"12,173",175,176,0,0,4,6,69,95,1,1,,,,,,,
2001,NORTH CAROLINA,Durham,"190,217","15,132","15,179",28,77,980,769,"3,457","8,723","1,098",47,,,,,,,
2001,NORTH CAROLINA,Eden,"16,179","1,105","1,110",0,4,16,52,305,672,56,5,,,,,,,
2001,NORTH CAROLINA,Elizabeth City,"17,480",961,964,0,6,30,112,194,553,66,3,,,,,,,
2001,NORTH CAROLINA,Fayetteville,"123,074","9,861","9,915",18,62,464,235,"2,485","5,780",817,54,,,,,,,
2001,NORTH CAROLINA,Garner,"18,059","1,551","1,553",0,3,47,35,193,"1,195",78,2,,,,,,,
2001,NORTH CAROLINA,Gastonia,"67,405","6,972","7,039",8,32,330,626,"1,388","4,206",382,67,,,,,,,
2001,NORTH CAROLINA,Graham,"13,051",782,784,1,5,11,70,191,469,35,2,,,,,,,
2001,NORTH CAROLINA,Greensboro,"227,700","15,962","16,041",20,89,896,864,"3,258","9,871",964,79,,,,,,,
2001,NORTH CAROLINA,Greenville,"61,505","6,554","6,562",3,20,175,349,"1,435","4,296",276,8,,,,,,,
2001,NORTH CAROLINA,Havelock,"22,824",638,638,0,2,10,15,153,427,31,0,,,,,,,
2001,NORTH CAROLINA,Henderson,"16,369","1,808","1,817",5,2,60,123,383,"1,167",68,9,,,,,,,
2001,NORTH CAROLINA,Hendersonville,"10,597","1,033","1,035",2,5,26,52,136,769,43,2,,,,,,,
2001,NORTH CAROLINA,Hickory,"37,855","3,293","3,314",6,9,91,106,571,"2,282",228,21,,,,,,,
2001,NORTH CAROLINA,High Point,"87,300","7,166","7,219",11,27,314,421,"1,807","3,968",618,53,,,,,,,
2001,NORTH CAROLINA,Huntersville,"25,385",876,883,1,3,18,34,206,583,31,7,,,,,,,
2001,NORTH CAROLINA,Kannapolis,"37,538","1,174","1,185",1,9,52,49,265,699,99,11,,,,,,,
2001,NORTH CAROLINA,Kernersville,"17,417","1,391","1,397",0,4,22,69,184,"1,078",34,6,,,,,,,
2001,NORTH CAROLINA,Kinston,"24,091","2,441","2,442",4,10,72,292,400,"1,556",107,1,,,,,,,
2001,NORTH CAROLINA,Laurinburg,"16,144","1,204","1,211",1,6,31,70,351,669,76,7,,,,,,,
2001,NORTH CAROLINA,Lenoir,"17,079",845,845,1,1,22,36,159,584,42,0,,,,,,,
2001,NORTH CAROLINA,Lexington,"20,292","1,405","1,413",1,6,39,80,394,759,126,8,,,,,,,
2001,NORTH CAROLINA,Lincolnton,"10,135","1,038","1,041",2,0,7,32,137,830,30,3,,,,,,,
2001,NORTH CAROLINA,Lumberton,"21,149","3,003","3,022",1,8,110,316,612,"1,800",156,19,,,,,,,
2001,NORTH CAROLINA,Matthews,"22,503",935,945,0,1,24,24,138,688,60,10,,,,,,,
2001,NORTH CAROLINA,Monroe,"26,674","1,977","1,986",1,8,60,127,186,"1,504",91,9,,,,,,,
2001,NORTH CAROLINA,Morganton,"17,605",957,959,2,4,19,33,168,687,44,2,,,,,,,
2001,NORTH CAROLINA,New Bern,"23,522","1,836","1,841",4,9,47,155,346,"1,215",60,5,,,,,,,
2001,NORTH CAROLINA,Newton,"12,774",680,682,0,1,12,21,151,455,40,2,,,,,,,
2001,NORTH CAROLINA,Raleigh,"280,791","18,585","18,686",10,91,804,"1,282","3,983","11,087","1,328",101,,,,,,,
2001,NORTH CAROLINA,Reidsville,"14,731",807,811,1,4,21,41,204,506,30,4,,,,,,,
2001,NORTH CAROLINA,Roanoke Rapids,"17,246","1,063","1,069",0,5,31,43,238,694,52,6,,,,,,,
2001,NORTH CAROLINA,Rocky Mount,"56,844","5,562","5,576",2,27,277,326,"1,299","3,408",223,14,,,,,,,
2001,NORTH CAROLINA,Salisbury,"26,912","2,005","2,020",3,7,93,102,408,"1,291",101,15,,,,,,,
2001,NORTH CAROLINA,Sanford,"23,615","2,591","2,597",1,11,67,83,528,"1,802",99,6,,,,,,,
2001,NORTH CAROLINA,Shelby,"19,808","2,052","2,059",7,13,99,118,419,"1,310",86,7,,,,,,,
2001,NORTH CAROLINA,Smithfield,"11,706","1,501","1,503",0,6,48,104,340,928,75,2,,,,,,,
2001,NORTH CAROLINA,Southern Pines,"11,104",758,761,1,2,27,71,167,460,30,3,,,,,,,
2001,NORTH CAROLINA,Statesville,"23,717","1,940","1,947",0,10,82,100,257,"1,410",81,7,,,,,,,
2001,NORTH CAROLINA,Tarboro,"11,328",537,544,1,0,26,58,84,345,23,7,,,,,,,
2001,NORTH CAROLINA,Thomasville,"20,125","1,317","1,324",0,6,36,77,271,871,56,7,,,,,,,
2001,NORTH CAROLINA,Wake Forest,"12,802",436,437,2,3,12,20,88,302,9,1,,,,,,,
2001,NORTH CAROLINA,Wilmington,"77,128","8,650","8,670",10,49,310,526,"1,983","5,062",710,20,,,,,,,
2001,NORTH CAROLINA,Wilson,"45,161","2,935","2,939",1,26,134,218,650,"1,760",146,4,,,,,,,
2001,NORTH CAROLINA,Winston-Salem4,"188,937","16,037","16,052",15,120,701,930,"3,444","9,798","1,029",15,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,, ,,,,,,,,,,,,,,,,
2001,, ,,,,,,,,,,,,,,,,,,
2001,NORTH DAKOTA,Bismarck,"54,862","1,797","1,808",0,8,11,30,261,"1,375",112,11,,,,,,,
2001,NORTH DAKOTA,Dickinson,"15,817",473,477,0,0,5,3,61,383,21,4,,,,,,,
2001,NORTH DAKOTA,Fargo,"89,505","3,134","3,145",0,63,16,62,363,"2,430",200,11,,,,,,,
2001,NORTH DAKOTA,Grand Forks,"48,726","2,136","2,150",1,21,11,42,261,"1,626",174,14,,,,,,,
2001,NORTH DAKOTA,Jamestown,"15,340",360,367,1,8,2,5,51,251,42,7,,,,,,,
2001,NORTH DAKOTA,Mandan,"16,516",455,459,0,5,0,3,54,358,35,4,,,,,,,
2001,NORTH DAKOTA,Minot,"36,126","1,181","1,191",0,13,4,18,129,934,83,10,,,,,,,
2001,NORTH DAKOTA,West Fargo,"14,760",365,374,0,6,0,3,47,280,29,9,,,,,,,
2001,NORTH DAKOTA,Williston,"12,361",294,295,0,7,0,2,19,224,42,1,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,,,, ,,,,,,,,,,,,,,
2001,,,, ,, ,, ,,,,,,,,,,,,
2001,OHIO,Alliance,"23,295","1,394","1,419",0,8,38,110,255,953,30,25,,,,,,,
2001,OHIO,Ashland,"21,287",606,606,0,12,3,10,81,497,3,0,,,,,,,
2001,OHIO,Aurora,"13,580",244,250,0,3,0,3,22,206,10,6,,,,,,,
2001,OHIO,Avon Lake,"18,178",304,304,0,0,1,11,53,236,3,0,,,,,,,
2001,OHIO,Bainbridge Township,"10,936",253,253,0,1,1,8,15,222,6,0,,,,,,,
